year,month,dep_time,dep_delay,arr_time,arr_delay,distance,op_unique_carrier_code,origin_city_name_code,dest_city_name_code
2024,7,1519.0,39.0,1855.0,15.0,1209.0,13,61,19
2024,3,1325.0,-10.0,1557.0,-5.0,859.0,12,267,269
2024,6,1903.0,-1.0,2029.0,-1.0,364.0,8,62,247
2024,8,1319.0,-6.0,1502.0,-13.0,1514.0,1,50,143
2024,6,1028.0,-7.0,1154.0,-25.0,447.0,12,223,227
2024,6,718.0,-12.0,945.0,-15.0,899.0,3,84,269
2024,2,1945.0,-10.0,2323.0,6.0,1089.0,4,176,166
2024,11,1407.0,-3.0,1458.0,-22.0,197.0,13,139,190
2024,5,1932.0,-4.0,2037.0,-17.0,236.0,9,147,143
2024,3,1921.0,-2.0,2225.0,-1.0,626.0,4,222,224
2024,3,2316.0,17.0,458.0,-6.0,1744.0,1,147,51
2024,10,835.0,-6.0,1004.0,-4.0,826.0,12,150,70
2024,11,2008.0,-9.0,2215.0,-18.0,1670.0,9,175,154
2024,5,1527.0,-3.0,1709.0,-19.0,867.0,8,33,51
2024,8,740.0,-5.0,857.0,-18.0,928.0,13,254,17
2024,4,1812.0,-3.0,1904.0,-5.0,488.0,10,46,195
2024,4,720.0,0.0,835.0,0.0,308.0,13,224,154
2024,6,26.0,-8.0,547.0,-15.0,1379.0,9,147,116
2024,7,1952.0,0.0,2146.0,25.0,391.0,10,63,269
2024,8,1046.0,1.0,1323.0,3.0,899.0,3,266,89
2024,1,1004.0,4.0,1122.0,-3.0,328.0,8,193,5
2024,1,1012.0,-3.0,1311.0,-19.0,785.0,8,62,147
2024,9,1033.0,-13.0,1148.0,-23.0,373.0,5,147,221
2024,9,1414.0,-7.0,1553.0,0.0,373.0,11,147,221
2024,3,1321.0,6.0,1707.0,12.0,1108.0,13,61,89
2024,4,1613.0,-5.0,1803.0,-14.0,712.0,4,15,39
2024,7,926.0,-4.0,1137.0,-14.0,685.0,8,186,65
2024,5,1055.0,-8.0,1605.0,11.0,1164.0,2,222,17
2024,2,750.0,-10.0,1123.0,-24.0,1013.0,4,164,169
2024,8,1103.0,-4.0,1229.0,-8.0,322.0,10,46,269
2024,1,529.0,4.0,1153.0,1.0,2165.0,9,62,230
2024,8,954.0,-1.0,1201.0,-4.0,762.0,13,15,183
2024,2,1343.0,39.0,1444.0,30.0,168.0,10,46,45
2024,7,1206.0,261.0,1741.0,246.0,1620.0,12,65,183
2024,3,1322.0,-8.0,1551.0,-19.0,589.0,12,65,71
2024,5,1316.0,81.0,1442.0,76.0,744.0,11,112,5
2024,5,644.0,-9.0,926.0,-30.0,1096.0,1,176,166
2024,6,2208.0,38.0,38.0,21.0,925.0,1,50,116
2024,2,1021.0,-4.0,1235.0,2.0,1532.0,4,161,227
2024,4,1644.0,-1.0,1803.0,-10.0,369.0,1,193,40
2024,7,1715.0,35.0,1943.0,25.0,2153.0,4,176,199
2024,6,1718.0,-7.0,1840.0,1.0,234.0,10,269,269
2024,3,1140.0,0.0,1441.0,-28.0,862.0,12,65,116
2024,10,2259.0,0.0,36.0,-14.0,1947.0,4,15,154
2024,9,1811.0,-4.0,1949.0,-23.0,559.0,11,218,51
2024,4,1637.0,-2.0,1737.0,-10.0,185.0,10,46,275
2024,4,2147.0,-7.0,2341.0,-3.0,668.0,4,67,204
2024,6,836.0,20.0,1434.0,-1.0,1744.0,12,147,51
2024,4,1420.0,-9.0,1546.0,-6.0,1252.0,11,41,199
2024,6,1743.0,-2.0,1842.0,-8.0,531.0,11,210,51
2024,1,1911.0,58.0,2022.0,53.0,120.0,4,93,72
2024,1,1622.0,-10.0,1823.0,-30.0,1117.0,12,194,116
2024,10,955.0,-10.0,1145.0,-15.0,509.0,14,67,183
2024,5,1601.0,19.0,1906.0,36.0,562.0,10,174,269
2024,3,756.0,-4.0,912.0,7.0,602.0,13,65,199
2024,10,709.0,-1.0,838.0,-16.0,451.0,11,258,154
2024,3,856.0,-4.0,1046.0,-27.0,502.0,4,176,72
2024,3,1723.0,-6.0,2025.0,-19.0,1089.0,1,176,166
2024,10,1834.0,-1.0,2129.0,-3.0,651.0,1,175,48
2024,8,2242.0,2.0,2346.0,3.0,91.0,10,46,12
2024,9,1146.0,31.0,1850.0,21.0,1947.0,4,147,14
2024,2,1222.0,-12.0,1427.0,-24.0,763.0,5,199,143
2024,1,1443.0,-7.0,1932.0,-8.0,1232.0,13,145,64
2024,1,1134.0,-6.0,1431.0,-18.0,721.0,1,72,65
2024,3,728.0,-2.0,1034.0,-12.0,1074.0,4,176,90
2024,11,1553.0,-7.0,2057.0,-42.0,1535.0,4,147,169
2024,2,1406.0,-15.0,1742.0,-3.0,893.0,11,26,199
2024,10,829.0,-8.0,1027.0,-20.0,1012.0,14,266,189
2024,8,707.0,-10.0,1053.0,-22.0,1085.0,0,144,183
2024,6,644.0,-6.0,912.0,-3.0,930.0,13,58,90
2024,4,618.0,-2.0,710.0,-10.0,192.0,13,221,116
2024,3,625.0,-10.0,815.0,-9.0,394.0,10,3,48
2024,12,1736.0,-4.0,2114.0,-23.0,1195.0,4,219,116
2024,11,1620.0,-10.0,1831.0,-11.0,900.0,14,198,51
2024,5,728.0,8.0,1227.0,-3.0,1371.0,13,139,249
2024,4,1952.0,102.0,57.0,98.0,1379.0,4,147,116
2024,10,1043.0,-2.0,1900.0,17.0,2218.0,4,147,191
2024,12,559.0,-1.0,727.0,-4.0,328.0,14,194,211
2024,7,1211.0,6.0,1551.0,21.0,949.0,13,128,269
2024,8,1858.0,88.0,2200.0,86.0,1089.0,1,158,183
2024,7,1703.0,148.0,1846.0,143.0,458.0,11,114,70
2024,10,1643.0,2.0,1730.0,3.0,74.0,11,67,140
2024,10,1225.0,67.0,1346.0,62.0,1299.0,4,161,143
2024,10,920.0,-10.0,1200.0,-12.0,829.0,14,33,155
2024,7,1152.0,-6.0,1346.0,-13.0,660.0,14,115,183
2024,6,628.0,-2.0,806.0,-9.0,570.0,13,29,51
2024,11,2056.0,1.0,2140.0,-8.0,106.0,0,15,50
2024,6,1835.0,-3.0,1937.0,3.0,216.0,7,109,115
2024,4,811.0,-4.0,1405.0,-2.0,1709.0,1,65,166
2024,4,507.0,-3.0,856.0,-24.0,1251.0,1,128,166
2024,6,2300.0,20.0,31.0,21.0,430.0,13,20,53
2024,10,1419.0,19.0,1747.0,17.0,1052.0,13,61,211
2024,8,1338.0,-2.0,1500.0,-2.0,335.0,8,158,123
2024,8,804.0,-6.0,925.0,-15.0,369.0,13,38,199
2024,10,800.0,10.0,955.0,50.0,304.0,13,193,227
2024,4,1029.0,32.0,1446.0,12.0,1024.0,12,65,155
2024,2,655.0,0.0,958.0,-10.0,946.0,4,33,14
2024,10,1750.0,-10.0,2014.0,24.0,733.0,4,176,51
2024,1,830.0,150.0,1135.0,168.0,551.0,0,237,14
2024,6,2158.0,-5.0,2246.0,-3.0,110.0,1,193,261
2024,10,843.0,-12.0,1113.0,-22.0,2447.0,12,223,149
2024,4,1654.0,59.0,1838.0,49.0,550.0,12,199,228
2024,3,1145.0,5.0,1313.0,13.0,325.0,13,193,190
2024,12,939.0,-6.0,1148.0,-22.0,665.0,14,176,119
2024,5,1253.0,-7.0,1453.0,11.0,447.0,11,222,228
2024,9,2241.0,-9.0,12.0,-18.0,515.0,4,15,90
2024,10,2025.0,-7.0,2144.0,-25.0,425.0,8,193,18
2024,12,2226.0,114.0,1.0,93.0,867.0,12,33,51
2024,1,1656.0,-9.0,1822.0,-8.0,280.0,14,192,33
2024,2,357.0,-2.0,606.0,-12.0,1189.0,5,225,191
2024,8,1509.0,-2.0,1737.0,-23.0,861.0,5,184,198
2024,12,555.0,-5.0,737.0,-17.0,545.0,4,267,14
2024,12,850.0,-10.0,954.0,-16.0,277.0,13,112,106
2024,12,1618.0,-2.0,1824.0,-8.0,758.0,12,184,269
2024,2,1547.0,-7.0,1954.0,2.0,1163.0,1,34,65
2024,9,1031.0,16.0,1225.0,-4.0,751.0,11,223,261
2024,8,1940.0,50.0,2045.0,39.0,305.0,12,112,182
2024,5,1052.0,-8.0,1343.0,-21.0,628.0,5,139,70
2024,11,630.0,-10.0,930.0,-24.0,626.0,4,222,224
2024,6,520.0,-5.0,834.0,-16.0,862.0,13,147,70
2024,5,605.0,5.0,819.0,-6.0,1620.0,13,176,70
2024,10,628.0,-2.0,651.0,-14.0,486.0,13,5,143
2024,7,903.0,3.0,1114.0,1.0,1163.0,1,62,34
2024,6,913.0,-8.0,1035.0,-13.0,386.0,9,139,229
2024,5,1808.0,-12.0,1935.0,-6.0,321.0,4,15,155
2024,2,729.0,-6.0,1552.0,10.0,2306.0,4,236,269
2024,9,2400.0,60.0,45.0,30.0,168.0,1,46,45
2024,4,1658.0,10.0,57.0,-8.0,2419.0,12,223,269
2024,4,2120.0,5.0,2356.0,-1.0,1028.0,3,267,183
2024,9,700.0,-5.0,829.0,-11.0,447.0,4,58,14
2024,5,1418.0,28.0,1545.0,-5.0,1449.0,13,43,70
2024,1,749.0,-16.0,936.0,-23.0,643.0,6,227,214
2024,10,1704.0,-6.0,1919.0,-27.0,2311.0,4,266,154
2024,10,1640.0,-10.0,1817.0,-22.0,1956.0,4,67,227
2024,3,810.0,0.0,1031.0,-12.0,919.0,1,158,269
2024,5,1019.0,-1.0,1308.0,6.0,530.0,8,189,166
2024,11,1857.0,-2.0,2139.0,-7.0,1035.0,4,267,183
2024,11,1432.0,5.0,1728.0,7.0,715.0,11,147,78
2024,9,1923.0,3.0,2211.0,-1.0,1010.0,3,33,123
2024,6,1849.0,24.0,2000.0,25.0,226.0,13,228,143
2024,7,619.0,39.0,921.0,37.0,590.0,4,147,224
2024,1,1359.0,48.0,1625.0,45.0,425.0,1,19,199
2024,12,1021.0,-9.0,1151.0,1.0,209.0,11,147,93
2024,2,642.0,-3.0,1035.0,-4.0,1066.0,9,160,191
2024,4,1859.0,-10.0,2050.0,-21.0,594.0,11,65,111
2024,1,1203.0,-2.0,1620.0,-14.0,1440.0,12,193,51
2024,1,514.0,-16.0,622.0,-16.0,261.0,2,78,9
2024,5,551.0,0.0,833.0,-1.0,1033.0,9,184,218
2024,4,1004.0,4.0,1220.0,6.0,1590.0,4,15,224
2024,3,1040.0,10.0,1216.0,-4.0,545.0,13,15,270
2024,1,1751.0,-4.0,1936.0,-9.0,554.0,4,15,55
2024,5,526.0,-4.0,610.0,-20.0,152.0,4,132,14
2024,7,2033.0,-7.0,2149.0,-18.0,425.0,1,193,18
2024,3,1828.0,51.0,2051.0,15.0,1325.0,12,192,116
2024,5,1258.0,-2.0,1612.0,-11.0,1547.0,4,15,230
2024,2,1742.0,-3.0,1958.0,-10.0,867.0,4,236,143
2024,4,454.0,-6.0,734.0,-21.0,937.0,9,177,191
2024,4,1753.0,-7.0,2038.0,-23.0,577.0,11,50,102
2024,9,1335.0,-10.0,1622.0,7.0,857.0,3,266,270
2024,10,1951.0,-1.0,2332.0,15.0,907.0,4,161,14
2024,11,914.0,-6.0,1314.0,-27.0,1342.0,4,161,237
2024,1,1728.0,8.0,1945.0,-10.0,1034.0,13,254,120
2024,12,557.0,-3.0,1126.0,-5.0,1345.0,1,207,65
2024,5,2033.0,-8.0,2218.0,-8.0,488.0,11,65,73
2024,3,610.0,-7.0,755.0,-4.0,468.0,10,17,269
2024,11,1804.0,-6.0,2022.0,-18.0,369.0,13,38,199
2024,6,1842.0,0.0,2122.0,-21.0,956.0,11,183,241
2024,4,1250.0,0.0,1504.0,-11.0,873.0,13,194,256
2024,9,1053.0,-7.0,1210.0,-12.0,406.0,4,15,256
2024,8,1956.0,11.0,2231.0,9.0,1721.0,12,50,241
2024,12,1229.0,-1.0,1458.0,-3.0,861.0,1,184,198
2024,2,1125.0,-10.0,1341.0,-14.0,748.0,2,88,241
2024,12,1159.0,109.0,1457.0,118.0,1069.0,3,84,183
2024,6,1454.0,24.0,1616.0,17.0,408.0,8,62,122
2024,1,1845.0,0.0,2046.0,-13.0,645.0,14,115,184
2024,7,2108.0,8.0,2250.0,0.0,623.0,13,174,64
2024,7,1754.0,17.0,2048.0,9.0,2640.0,2,236,128
2024,9,658.0,-2.0,1001.0,7.0,954.0,2,147,241
2024,6,2127.0,2.0,2118.0,0.0,134.0,4,15,29
2024,2,1456.0,-8.0,1741.0,-40.0,1504.0,12,177,17
2024,6,1916.0,-9.0,550.0,-30.0,3414.0,12,142,70
2024,6,1915.0,20.0,2138.0,3.0,1855.0,13,50,228
2024,11,1048.0,-7.0,1859.0,-21.0,2537.0,2,199,33
2024,3,1137.0,13.0,1316.0,1.0,989.0,1,62,224
2024,10,854.0,-9.0,1056.0,-6.0,629.0,5,234,198
2024,10,2038.0,3.0,2208.0,3.0,432.0,13,15,119
2024,6,741.0,-4.0,1053.0,-27.0,888.0,12,65,51
2024,12,1335.0,10.0,1658.0,34.0,977.0,12,50,17
2024,8,1805.0,41.0,2210.0,39.0,1235.0,9,112,19
2024,11,1031.0,71.0,1205.0,65.0,879.0,13,61,199
2024,12,1028.0,55.0,1206.0,37.0,468.0,11,193,209
2024,10,540.0,-5.0,647.0,-13.0,323.0,13,8,64
2024,4,1420.0,-4.0,1644.0,8.0,757.0,4,51,191
2024,1,824.0,-6.0,1109.0,-4.0,1297.0,12,266,17
2024,6,621.0,-3.0,854.0,-15.0,957.0,9,67,191
2024,4,2234.0,-6.0,2324.0,-19.0,157.0,10,46,179
2024,2,1319.0,-1.0,1422.0,-14.0,241.0,4,37,72
2024,9,1243.0,-2.0,1403.0,-4.0,318.0,10,266,4
2024,2,716.0,0.0,819.0,-7.0,641.0,1,62,70
2024,12,638.0,-2.0,757.0,-13.0,386.0,13,224,143
2024,6,738.0,8.0,910.0,-3.0,571.0,2,124,9
2024,2,2014.0,4.0,2126.0,-2.0,290.0,10,46,185
2024,4,1402.0,17.0,1801.0,36.0,1086.0,4,219,17
2024,7,2019.0,94.0,2149.0,89.0,977.0,13,43,64
2024,3,756.0,-6.0,959.0,-13.0,985.0,1,184,65
2024,1,1746.0,-6.0,1956.0,-20.0,873.0,9,254,200
2024,5,1817.0,-3.0,2037.0,-21.0,474.0,8,50,39
2024,10,1342.0,-8.0,1404.0,-5.0,177.0,11,115,51
2024,6,1735.0,-10.0,1840.0,-9.0,139.0,11,166,51
2024,9,1737.0,-3.0,2011.0,11.0,787.0,13,184,19
2024,5,1409.0,-1.0,1828.0,4.0,1250.0,4,219,51
2024,9,1321.0,-9.0,1713.0,-17.0,1147.0,14,80,183
2024,11,1753.0,34.0,1923.0,43.0,258.0,8,246,51
2024,10,1040.0,0.0,1331.0,-14.0,759.0,13,5,116
2024,7,1451.0,-9.0,1645.0,-20.0,670.0,13,174,116
2024,11,1938.0,-7.0,2053.0,-17.0,258.0,11,222,143
2024,11,1301.0,-4.0,1615.0,10.0,719.0,13,246,269
2024,12,1509.0,-2.0,1832.0,-6.0,987.0,1,62,45
2024,4,905.0,0.0,955.0,-5.0,114.0,11,161,35
2024,2,1143.0,-5.0,1304.0,-13.0,298.0,14,252,269
2024,5,617.0,-3.0,747.0,-8.0,1371.0,13,246,143
2024,4,1845.0,-6.0,2233.0,-23.0,1547.0,4,225,14
2024,2,1150.0,0.0,1614.0,4.0,2695.0,13,139,128
2024,11,2010.0,-5.0,2217.0,-13.0,1609.0,12,112,221
2024,8,1232.0,7.0,1558.0,-2.0,1035.0,13,50,237
2024,5,1238.0,8.0,1358.0,-17.0,1399.0,4,161,241
2024,11,1322.0,-2.0,1457.0,-3.0,431.0,14,204,183
2024,5,1517.0,1.0,1622.0,5.0,1055.0,9,62,143
2024,9,829.0,0.0,914.0,-9.0,152.0,4,15,135
2024,4,1649.0,-3.0,1813.0,-18.0,723.0,14,4,51
2024,3,1656.0,-4.0,1907.0,-7.0,261.0,8,185,199
2024,11,1835.0,-9.0,2131.0,-10.0,925.0,5,50,116
2024,10,718.0,-4.0,812.0,-11.0,83.0,10,46,101
2024,3,1226.0,21.0,1347.0,33.0,198.0,0,252,183
2024,1,733.0,-8.0,851.0,-18.0,354.0,8,60,65
2024,7,519.0,-6.0,734.0,-19.0,842.0,9,20,256
2024,9,1045.0,-5.0,1213.0,-14.0,515.0,4,15,90
2024,3,954.0,-5.0,1112.0,-14.0,391.0,11,147,213
2024,1,1237.0,-3.0,1243.0,-12.0,250.0,4,15,266
2024,9,651.0,-9.0,920.0,-17.0,1107.0,9,84,47
2024,11,701.0,-4.0,948.0,-17.0,2402.0,1,192,154
2024,7,1224.0,36.0,1443.0,34.0,859.0,4,105,14
2024,3,2136.0,34.0,34.0,36.0,1501.0,1,158,169
2024,8,1102.0,2.0,1207.0,-8.0,770.0,13,246,70
2024,6,828.0,-2.0,1035.0,-10.0,347.0,13,193,78
2024,8,556.0,-4.0,636.0,-3.0,102.0,7,142,115
2024,3,700.0,-5.0,1459.0,-3.0,2296.0,1,223,48
2024,11,627.0,-3.0,1004.0,-11.0,1209.0,13,61,19
2024,1,558.0,-2.0,1324.0,-8.0,2139.0,4,223,14
2024,3,918.0,-7.0,1028.0,-21.0,689.0,9,15,116
2024,11,1946.0,-14.0,2158.0,-1.0,479.0,14,176,61
2024,10,1831.0,1.0,2119.0,-22.0,1096.0,1,176,166
2024,10,1246.0,11.0,1505.0,0.0,2409.0,13,180,115
2024,9,1242.0,-6.0,1618.0,-17.0,1047.0,1,119,65
2024,12,1424.0,15.0,1521.0,-25.0,1682.0,6,48,143
2024,8,1238.0,3.0,1421.0,-9.0,647.0,13,216,199
2024,4,2024.0,114.0,2237.0,111.0,644.0,1,105,48
2024,11,1830.0,-5.0,2115.0,-20.0,674.0,11,147,32
2024,3,1332.0,32.0,1612.0,13.0,1076.0,3,84,183
2024,10,713.0,-3.0,959.0,-6.0,569.0,1,5,65
2024,7,2157.0,-5.0,2344.0,1.0,437.0,10,266,41
2024,3,830.0,15.0,910.0,25.0,813.0,1,62,261
2024,3,1840.0,10.0,2121.0,-9.0,2227.0,12,177,143
2024,4,623.0,-9.0,845.0,-15.0,787.0,9,20,191
2024,11,524.0,-1.0,819.0,0.0,562.0,10,120,48
2024,7,1556.0,-4.0,1912.0,-19.0,1121.0,4,184,33
2024,9,559.0,-6.0,1159.0,-21.0,1744.0,1,147,51
2024,9,1212.0,-5.0,1323.0,-13.0,207.0,8,110,48
2024,12,2246.0,11.0,6.0,-5.0,461.0,8,62,106
2024,2,1054.0,-6.0,1315.0,-12.0,852.0,4,62,169
2024,1,1542.0,12.0,2355.0,3.0,2475.0,4,147,183
2024,2,1733.0,-7.0,1941.0,-10.0,746.0,4,15,184
2024,4,641.0,-4.0,842.0,-6.0,563.0,11,73,70
2024,4,607.0,-3.0,729.0,-6.0,862.0,13,112,70
2024,10,1300.0,12.0,1442.0,17.0,449.0,11,162,169
2024,8,1547.0,-8.0,1638.0,-7.0,201.0,7,142,128
2024,8,850.0,30.0,1423.0,38.0,1500.0,13,139,182
2024,9,1806.0,31.0,1926.0,28.0,313.0,1,105,269
2024,4,821.0,-4.0,920.0,-8.0,223.0,4,15,255
2024,6,931.0,16.0,1119.0,6.0,2116.0,4,15,229
2024,5,1415.0,7.0,1601.0,-6.0,577.0,4,20,14
2024,6,1812.0,-10.0,2014.0,-1.0,1087.0,4,221,224
2024,5,1059.0,-1.0,1257.0,-11.0,737.0,1,46,158
2024,3,555.0,-5.0,639.0,-15.0,472.0,12,182,70
2024,7,2105.0,139.0,2206.0,127.0,268.0,1,194,198
2024,4,820.0,-1.0,1036.0,-10.0,1190.0,12,266,116
2024,8,1409.0,-6.0,1644.0,-34.0,1065.0,3,177,89
2024,5,1157.0,-3.0,1418.0,-9.0,834.0,2,147,205
2024,5,929.0,-4.0,1243.0,15.0,937.0,12,177,191
2024,10,855.0,-9.0,1054.0,12.0,391.0,5,219,70
2024,7,2027.0,-3.0,2152.0,-3.0,402.0,8,253,166
2024,9,758.0,-2.0,935.0,-13.0,545.0,4,267,14
2024,8,2119.0,-6.0,2210.0,-8.0,109.0,11,147,227
2024,10,1657.0,-3.0,1759.0,-3.0,83.0,10,46,101
2024,5,804.0,-1.0,1629.0,-16.0,2695.0,13,125,143
2024,8,1908.0,-2.0,1952.0,-43.0,668.0,13,192,51
2024,8,1650.0,0.0,2035.0,-18.0,1576.0,3,176,2
2024,12,2035.0,75.0,2153.0,52.0,909.0,12,65,221
2024,7,2100.0,-5.0,2201.0,-10.0,282.0,8,62,156
2024,7,1420.0,41.0,1651.0,34.0,1448.0,2,236,9
2024,3,900.0,45.0,1114.0,32.0,2139.0,4,15,228
2024,2,657.0,-3.0,700.0,-44.0,223.0,11,83,51
2024,4,1937.0,-4.0,2053.0,-9.0,1271.0,1,62,18
2024,9,907.0,-8.0,1131.0,-14.0,861.0,1,184,198
2024,6,1149.0,-6.0,1250.0,-24.0,254.0,0,212,183
2024,12,1458.0,10.0,1617.0,-12.0,384.0,10,12,269
2024,4,1912.0,45.0,2142.0,33.0,990.0,8,58,166
2024,3,600.0,0.0,858.0,13.0,1013.0,1,194,166
2024,5,1317.0,-3.0,1601.0,-15.0,630.0,4,199,224
2024,10,723.0,3.0,1301.0,-14.0,1715.0,13,224,249
2024,8,1537.0,29.0,1638.0,19.0,692.0,12,41,70
2024,3,1841.0,-5.0,1933.0,-17.0,191.0,10,46,124
2024,2,1033.0,0.0,1156.0,-7.0,678.0,1,62,105
2024,6,1112.0,0.0,1341.0,1.0,917.0,5,112,51
2024,11,2013.0,-9.0,2336.0,-23.0,967.0,12,223,70
2024,10,2132.0,-3.0,2257.0,-6.0,383.0,11,67,269
2024,3,1035.0,-9.0,1241.0,-4.0,812.0,11,18,13
2024,12,1358.0,-12.0,1710.0,-11.0,814.0,10,246,198
2024,11,748.0,-12.0,948.0,-14.0,577.0,4,20,14
2024,11,1919.0,-5.0,2104.0,-18.0,632.0,1,46,89
2024,1,2129.0,19.0,122.0,56.0,1972.0,1,158,199
2024,10,1622.0,-3.0,1807.0,19.0,226.0,4,46,14
2024,4,1404.0,-7.0,1937.0,-7.0,1558.0,1,65,198
2024,5,1854.0,-11.0,2214.0,-17.0,919.0,8,18,119
2024,4,1648.0,48.0,2005.0,24.0,1062.0,5,65,182
2024,11,1408.0,-12.0,2122.0,-15.0,2447.0,12,142,228
2024,6,516.0,-3.0,838.0,-6.0,874.0,4,221,14
2024,12,1933.0,4.0,2247.0,5.0,1076.0,4,176,89
2024,5,1048.0,18.0,1215.0,12.0,370.0,11,193,154
2024,5,1055.0,-5.0,1059.0,-28.0,235.0,11,67,51
2024,4,757.0,7.0,912.0,-3.0,397.0,13,216,143
2024,5,905.0,4.0,950.0,-3.0,575.0,1,46,249
2024,5,854.0,-6.0,1216.0,-11.0,1258.0,1,33,166
2024,12,1252.0,-1.0,1416.0,-13.0,447.0,4,58,14
2024,12,1600.0,65.0,1917.0,62.0,1258.0,3,158,33
2024,4,1819.0,-6.0,2040.0,-15.0,528.0,13,73,17
2024,11,1232.0,-11.0,1426.0,-29.0,590.0,10,21,269
2024,5,1443.0,-2.0,1757.0,-23.0,748.0,12,174,184
2024,3,1747.0,-13.0,1822.0,-1.0,240.0,11,63,51
2024,5,752.0,-3.0,820.0,-15.0,468.0,13,37,51
2024,3,1944.0,-5.0,2251.0,4.0,1547.0,4,225,14
2024,8,1942.0,-8.0,2327.0,-15.0,1107.0,0,128,183
2024,6,627.0,12.0,753.0,3.0,516.0,13,115,19
2024,10,937.0,-11.0,1221.0,-17.0,551.0,1,73,65
2024,3,1410.0,10.0,1522.0,-3.0,441.0,13,159,116
2024,4,1026.0,-7.0,1337.0,-25.0,725.0,14,160,184
2024,2,1132.0,-8.0,1452.0,-23.0,1009.0,1,199,199
2024,4,2143.0,-7.0,2246.0,-19.0,272.0,13,174,249
2024,1,1850.0,0.0,2153.0,-10.0,1145.0,4,67,166
2024,4,1037.0,-1.0,1432.0,-12.0,1182.0,9,50,89
2024,2,657.0,27.0,1022.0,7.0,967.0,12,223,70
2024,1,1058.0,-2.0,1204.0,9.0,551.0,13,184,182
2024,3,1357.0,-3.0,1513.0,-17.0,417.0,13,222,229
2024,1,2226.0,-4.0,544.0,-17.0,2079.0,4,223,72
2024,4,554.0,-6.0,740.0,-15.0,529.0,12,46,184
2024,4,1803.0,-12.0,1946.0,10.0,251.0,11,71,70
2024,6,1603.0,18.0,1720.0,10.0,395.0,13,50,181
2024,12,1827.0,2.0,2013.0,0.0,550.0,12,223,205
2024,12,1439.0,-2.0,1558.0,8.0,692.0,4,15,131
2024,4,1639.0,-3.0,1743.0,-12.0,761.0,4,15,188
2024,2,1729.0,-6.0,2011.0,10.0,834.0,2,199,154
2024,7,709.0,-1.0,909.0,-10.0,1119.0,9,84,65
2024,3,1936.0,1.0,2026.0,-9.0,192.0,4,15,58
2024,3,1539.0,-13.0,1728.0,-21.0,588.0,11,271,51
2024,3,1037.0,24.0,1336.0,32.0,584.0,11,224,224
2024,7,1331.0,37.0,1516.0,23.0,594.0,9,15,72
2024,3,1227.0,-10.0,1307.0,-25.0,503.0,0,115,169
2024,5,1620.0,-6.0,1727.0,-18.0,290.0,10,46,185
2024,3,1931.0,-4.0,2058.0,-17.0,979.0,13,85,249
2024,4,844.0,-9.0,1004.0,-3.0,675.0,9,192,181
2024,6,1401.0,-5.0,1648.0,45.0,1008.0,12,177,169
2024,11,1820.0,-10.0,2121.0,-26.0,804.0,12,207,70
2024,1,1234.0,30.0,1414.0,50.0,622.0,8,20,51
2024,3,1731.0,2.0,2017.0,-4.0,1849.0,1,184,199
2024,11,1205.0,-10.0,1453.0,-23.0,1121.0,14,130,198
2024,8,1252.0,-3.0,1354.0,-16.0,324.0,13,145,229
2024,5,737.0,-3.0,915.0,-10.0,526.0,4,194,14
